label	text
NOT	@USER @USER Happy birthday to the cutest twins:two hearts::dizzy:
NOT	@USER @USER Best Fandom of year #MPN #ARMY @USER
OFF	I guess that s a fuck you #mominaduraid
OFF	u ain t me so shut the fuck up
OFF	I m lonely as fuck
OFF	@USER Gay as fuck you get bed :see-no-evil monkey::see-no-evil monkey::see-no-evil monkey:
OFF	too emotional for this shit
NOT	Congratulations to EXO for winning The Best Kpop Discography at the 2019 MGMA
OFF	idgaf who was doin this shit first cause im doin this shit better
OFF	Fuck it home time :waving hand:
OFF	durk  amp; nicki gonna have us fucking the shit outta each other
NOT	@USER Lovely sentiment and photo
OFF	sick of that shit
NOT	@USER Thank you That s super nice of you to say :folded hands::black heart:
OFF	I really need to stop spending money on dumb shit lol :face with head-bandage:
OFF	@USER AQUARIUMS cause they full of shit and they always in the tanks with fishy ass bitches lol Aquariwhores
NOT	Thanks to @USER @USER for supporting the new single by @USER
NOT	@USER Amazing Thank you for the chance to win :sun::smiling face with smiling eyes::sun::smiling face with smiling eyes::sun:
NOT	@USER thanks for the cards and fast delivery :OK hand:
NOT	@USER welcome to @USER
OFF	@USER @USER @USER shut the fuck up
NOT	@USER @USER Aww:red heart::loudly crying face: Yess So thankful for this it actually was the best day of my life:red heart::red heart: THANK YOU :red heart:
NOT	@USER @USER Thanks so much Cherrilynn Best wishes for the writing :heart suit:
NOT	@USER The Ajax coach
NOT	@USER The best timeline
OFF	Fake ass niggas be the funniest :face with tears of joy::face with tears of joy:
NOT	Hey waveboi :red triangle pointed up::gem stone: thanks for the follow
NOT	@USER so excited fridays are the best day of the week :raising hands medium-light skin tone:
NOT	It’s time to rejoice because it’s #100RishteyHainPyaarKe Thank you all cast and crew Thank u for the show and thank you for Mishbir:red heart::red heart:
NOT	@USER @USER @USER Welcome and thankyou
NOT	Hey :sparkling heart:I dore :sparkling heart: Space :red heart:World:red heart: @USER) thank you for following me
NOT	@USER When you are ready so am I
NOT	@USER Happy Anniversary God Bless Our spouse is always the best of ourselves
OFF	Miss alot of shit sad men :
NOT	@USER @USER Thank you :red heart::red heart:
NOT	@USER Hello please confirm your payment platform to enable us assist you further Thank you further Thank you Kunle115
OFF	frog bitch ass needa learn how to hang fuck
NOT	@USER Welcome to the 18th Century
NOT	@USER @USER @USER @USER Big thank you to @USER for the gift :smiling face with smiling eyes:
NOT	@USER @USER Thank you I’m so surprised to get here within 3 day
OFF	@USER This shit is fire :fire:
OFF	@USER Jesus fucking Christ that poor thing look at his fucking eye This is fucking terrible
OFF	Dis niggas say they pimpin but they scared to let the bitch leave
NOT	Thank The Lord He Patient
NOT	@USER Usually just the best defender tbh
NOT	@USER It is the best policy #leavewhileureahead :face savoring food:
NOT	@USER Thanks for the mention Looking forward to it :)
OFF	Shut the fuck up about ooshies you nerds
NOT	Kano People Can you pay 5k for the Kano Twitter connect or not? Vote and Rt please thank you
OFF	okay fuck it whatever
NOT	#RT @USER: Have a wonderfull nice day everyone lots of fun and love :red heart::red heart::red heart::thumbs up::thumbs up::thumbs up:
NOT	@USER @USER Happy Geddy Friday and a great day to you :grinning face with big eyes:
NOT	@USER thank u cess love and miss u more : :red heart:
OFF	and that nigga skinny ass shit with that vegan crap Hell yea i eat meat nigga i love chicken I LOVE MILK
NOT	Hey @USER Thank you for the follow
NOT	Thursday best day of the week :beer mug:
NOT	chika with your dad is absolutely the best :red heart::red heart::red heart:
OFF	all arab men do is cry about how women are “stealing their jobs” bitch its not her fault shes more qualified than you fucking move idiot
NOT	I cherish loyalty
OFF	@USER You’re a fucking idiot  Shut the fuck up :middle finger medium-dark skin tone:
NOT	@USER Happy 3 months of love to the both of you :heavy heart exclamation:
OFF	step the fuck off bitch :face vomiting: #FiveWordsOfAdviceForTrump
OFF	@USER Shoot the disgusting bitch
OFF	@USER The biggest of fuck yous to you today you racist piece of shit
OFF	@USER You are such a piece of shit
NOT	Dear me Thank you i m proud of you
OFF	Whoever is in charge of making sure I don t do stupid shit is fucking fired
NOT	@USER Thank you :blue heart::blue heart: and uknoooo it
OFF	@USER Rex Tillerson was right Trump is a fucking moron
NOT	@USER @USER Thank you Coach:blue heart::blue heart:
NOT	handwritten love letters are the best
OFF	Yellow bitch ass fat black bitch ass fatter both them bitches bad but the white bitch badder:double exclamation mark:
OFF	wake the fuck up bitch do something with your life today pet a dog drink a White Claw suck a titty eat sushi
NOT	@USER Melhor notícia
NOT	I love the weather and you
OFF	but you re a pain in the ass man
OFF	@USER Bitches really wanna be catered to and be selfish as shit
NOT	Patience is key
NOT	@USER Is #LouDre your new #RelationshipGoals Kapamilya? :smiling face:
NOT	@USER Thank you for the lovely compliments
NOT	Ethan and Joy love story is :red heart::red heart::smiling face with heart-eyes:
NOT	@USER @USER @USER Thank you very much for the shout out Matt Kudos to @USER too)
NOT	@USER I had NO IDEA Great tip Thank you :red heart:
OFF	@USER What a trash piece of shit human being this trump fuck is smh
NOT	thank you for showing me how unimportant i was
NOT	You gave me the best of me so you ll give you the best of you
NOT	Happy birthday Actress Indhuja All the best for #Bigil
NOT	@USER @USER You are welcome :smiling face:
OFF	@USER @USER Dre fuck you
NOT	@USER Thank you Laurie :red heart::folded hands:
NOT	@USER whitney babyyy thank you ilysm
NOT	@USER I would love to be part of the project :two hearts::smiling face with smiling eyes:
OFF	@USER @USER fuck yeah dawg I m down to milk the fuck out of your cock hungry aSS
NOT	I Thank You
NOT	@2PMinc @USER Awesome night thanks @USER @2PMinc @USER for hosting :tumbler glass: and @USER for best questions of the evening :microphone:
NOT	Be beautiful on the inside and out :sparkles::sparkles::sparkles::sparkles::sparkles::sparkles:
NOT	@USER Thank you for the tips
NOT	@USER @USER @USER #992RACKS #TheBestDrive The Keyword is BEST
NOT	Harry Maguire fee agreed between @USER and @USER £80m Subject to medical
OFF	@30SecFights This is what happens when you try to be a hero over some dumb ass shit
OFF	@USER Her nasty ass lol
NOT	Happy Birthday Blessings and Best Wishes for a great day to my aunt Gemma Macarno Stafford #70andgoingstrong
NOT	@USER And thank you UwU
OFF	@USER Gullible racist piece of shit
NOT	@USER @USER Also thank you for the details and information I’m here to learn as much as to discuss and debate :nerd face:)
NOT	@USER Thanks for joining the fold
OFF	Sick of this shit
NOT	@USER One of the best and nicest people you could hope to interact with on twitter
OFF	@USER @USER Shut the fuck up you cunts
NOT	@USER @USER @USER Great to see you too Thanks for the hospitality
NOT	@USER 無限にthe end待機勢
OFF	@USER Sex I get so many guys who want me to suck their dick but won’t let me fuck Fucking losers
OFF	@USER Damn you re fine as fuck
OFF	@USER @USER Damn fuck you
NOT	@USER Thank you lovely
NOT	@USER Impact of JNU
NOT	Thank you Lou :black heart: BB ASHLEY to 2366
OFF	@USER Turn the fuck uppppppp :face savoring food:
NOT	@USER Thanks and fixed Appreciate the catch
OFF	@USER @USER @USER Shut the fuck up you subservient swine
NOT	@USER Hi welcome to chillies
OFF	Fuck you and your wall #FiveWordsOfAdviceForTrump
NOT	Happy Birthday @USER I wish the best for you always Warm Regards
OFF	hey sexy heard u wanna kill urself that’s dumb cuz i’d fuck the shit outta u
NOT	Wishing you the best in Indonesia #Gempa
OFF	@USER Why don’t you go out on some pants eat a pile of shit pull those pants down and go fuck yourself Roosh
OFF	Maternity Jeans Wearin Ass Stay w That Bullshit
OFF	what kind of serial killer age ass shit
OFF	I hate people who don t jaywalk :unamused face: yo ass look dumb as hell being a law abiding citizen :loudly crying face::loudly crying face:
OFF	@USER lick my ass full of shit
NOT	happy my birthday to harry styles only
NOT	@USER and I need to be more patient Thanks for the support :slightly smiling face:
NOT	You are all the BEST
NOT	@USER YOU are the best
OFF	@USER @USER who the fuck
NOT	@USER @USER @USER Thank you
NOT	@USER You are welcome :folded hands:
OFF	@USER Sexy as fuck
OFF	Pippin was such a little bitch
NOT	Thanks Twitter I always appreciate the loss of followers Really makes my day
OFF	@USER That disrespectful piece of shit
NOT	@USER @USER @USER Thanks for sharing the song:folded hands: never heard of it :heart suit:
NOT	@USER thank you for the follow:red heart:
NOT	@USER Thank you support of the public is always nice to hear
NOT	@USER Thank you for the pure happiness that you bring :two hearts: we love you :purple heart:
OFF	cats really be off the fucking Perk shits crazy
NOT	Retweet if you are ready to stand on me and dance next weekend
OFF	Imma shoot a bitch I might go to hell
OFF	Bruh my boyfriends bm is a fucking stupid ass weird bitch I stg Oouuu bruh I cannot wait to have my kid  amp; for this ppo to expire
NOT	Hi guys and Welcome to my new Twitter account :)
NOT	Congratulations to #RavishKumar G
OFF	lrt the fucking TIMING
OFF	i don’t fuck w these bitches cause they shadyyy
OFF	Fb is full of thirsty ass niggas i hate it there :face with tears of joy::loudly crying face:
NOT	@USER thank you baby I appreciate it we gotta link when you come :pleading face::two hearts:
NOT	@USER @USER @USER Definitely I would recommend doing @USER it s one of the best events out there
NOT	@USER Thanks Gina I appreciate it :smiling face with smiling eyes:
NOT	@USER Thank you cuz I sure do need it :red heart::red heart:
OFF	I get so sick of repeating myself Gotta do the shit at work At home which ain t her fault but fuck I m tired The shit draining
OFF	Blocking a bitch off your nigga page is a whole other level of insecure:loudly crying face::hundred points:
OFF	trump is fucking stoned as shit LMFAOOO
NOT	FB please and thank you :smiling face with smiling eyes:
NOT	@USER Great start to the day and great photography
NOT	Happy birthday dari Have the greatest day and wish you the best many more blessings on the way :red heart::red heart::folded hands medium-dark skin tone:hi it’s my birthday
NOT	I would love to see Phora in concert :sneezing face:
NOT	@USER You are welcome :smiling face:
NOT	@USER thank you
NOT	Thank you for the retweet @USER
NOT	@USER thank you
OFF	@USER aww fuck you
OFF	@USER RIP Ronald Reagan he dead as shit boi
OFF	When is national dumb ass bitch day? I got a few ppl to post
NOT	Happy Bday to the awesome @USER
OFF	“but fuck it we lit” is my personal fuck it we ball
NOT	@USER Truly was the best song of the night Can’t wait for 9 20
NOT	@USER Thank you for the update
OFF	I hate a person that makes simple shit so fucking complicated :sleeping face:
NOT	@USER i miss and love you hope you are well lt;3
OFF	@USER @USER Spend that shit
OFF	@USER @USER Fuck that stupid ram
NOT	@USER That s right Thank you for the information:grinning squinting face::folded hands::two hearts:
OFF	Damn Bart can’t believe that shit the world so so fucked man :man facepalming medium-dark skin tone:
NOT	@USER Thanks for the input
NOT	@USER  lt;33 thank u muahs ur the best
OFF	“Who the fuck is this hobo johnson-looking motherfucker?”
NOT	15k followers thanks for the love :folded hands:
NOT	@USER @USER Isn’t she the best :red heart:
OFF	Is your name moan a Lisa???? Cause all you do is moan so shut the fuck up :loudly crying face::face with tears of joy: my sister ain’t shit
NOT	Most of the time unexpected things leads to the best moments
OFF	sigma really fucked up overwatch i hate him fuck you sigma
NOT	@USER @USER Jo in-sung vibes :speak-no-evil monkey::face without mouth:
NOT	@USER Happy to connect with a new follower and Wisconsinite
OFF	oh shit is sect leader yao d in the donghua? what that bitch deserves
OFF	@USER Your a hateful piece of shit human
OFF	Why the fucking FUCK do people cut their dogs ears and tails off what the fuck motherFUCKERS
NOT	The best email client for parallelized algorithms
NOT	@USER Please and thank you
OFF	Stop dwelling and shit Get a life fucker
OFF	Roll up fuck yo bitch in her fucken pussy hole?
NOT	the best part about the forgetting is the remembering
OFF	@USER bitch no the fuck you not
OFF	@USER Instead it s a fucking idiot
NOT	Tanya is the new Tanga and I don t love you is the new I love you #HelloLoveNaminKayo
NOT	@USER the content i needed
NOT	Thank you for the birthday wishes XOXO
NOT	@USER Fantastic Thank you for sharing
OFF	@USER as fuck That shit weird
NOT	and will always behandwritten love letters are the best
NOT	Trust steadily in God hope unswervingly love extravagantly And the best of the three is love 1 Corinthians 13:13
NOT	@USER @USER Thank you :folded hands: for the picture Extraordinary light Have a great weekend my friend
NOT	Hey Peace @USER) thank you for following me
NOT	@USER you should and thank her for that ♡
NOT	Hey Funmi Ebofin @USER) thank you for following me
NOT	Hey Adeoye Olukayode @USER) thank you for following me
NOT	Hey Ademola Adabiri @USER) thank you for following me
NOT	@USER Loss of a great man Thanks for sharing
NOT	@USER ahhh Thank you for the follow
NOT	Hey Sapphire @USER) thank you for following me
NOT	@USER Thanks for all u do Brodie much love:red heart::red heart:
NOT	Hey Adeniji Tomisin @USER) thank you for following me
NOT	I m actually excited for the dora movie
NOT	Hey Junexky @USER) thank you for following me
NOT	Hey uncle timi @USER) thank you for following me
NOT	Hey Owanate Amachree @USER) thank you for following me
NOT	I’m hoping for the best for you
NOT	@USER Thanks for the ga :beaming face with smiling eyes:
NOT	Thank you @USER for bringing the #LilTrapHouse to LA :smiling face with smiling eyes:
NOT	Hey @USER Thank you for the follow
NOT	This series is the only reason I’m still here today thanks Felix
OFF	Some shit ain’t meant to be played with it’s me I am some shit :man shrugging dark skin tone:
NOT	@USER @USER @USER @USER @USER @USER Thanks for the feedback Dale
NOT	@USER Legend increasing the legend Amazing
NOT	love is great if it s the right person :red heart:
NOT	@USER with the best profile pic out there :anchor::down arrow:
NOT	lrt yay the livestream link
NOT	@USER Lovely Thank you Nina:red heart:
NOT	Happy Birthday @USER God bless you more Just stay humble and kind always We love you #NineteenNaSiVIVOREE
NOT	@4U2C NV @USER Thank you :folded hands: :hugging face:
NOT	@USER You are welcome my dear
NOT	@USER @USER Thank you
OFF	Let a bad bitch be herself
NOT	@USER thank you :pleading face::two hearts:
NOT	@USER Thank you and thank you for this
NOT	loving the weather :wind face:
OFF	bro stop talking to ugly bitches ur embarrassing me
NOT	I love you still and I always will
OFF	@USER this shit is just heartbreaking fuck
OFF	this single shit is boring
OFF	That number neighbor shit is stupid
OFF	I need a bitch who willing to suck the stank off the dick
OFF	@USER Vault the fucking mech cunty ass game fuck you
NOT	@USER @USER Best start to the day I ve had in ages
NOT	@USER @USER @USER @USER @USER @USER @USER #Ripple are the best
NOT	@USER Thank you Kapil ji for your wishes Thanks for always being there Love and regards
NOT	@USER Thank u for the new wallpaper:smiling face with 3 hearts::smiling face with heart-eyes::smiling face with heart-eyes:
OFF	this being in love shit dope as fuck
OFF	@USER Handsome as fuck :smiling face with heart-eyes:
OFF	@USER I d honestly rather have my ass beat like that dude than have somebody spit in my face That s grounds to kill a bitch
NOT	Strong is the new beautiful :red heart:
NOT	@USER Thanks for the reminder: need to add buns to the shopping list
NOT	@USER Happy Birthday Alex Enjoy it to the full and have an amazing day
NOT	@USER thank you  lt;3
NOT	You are my unexpected love
OFF	@USER Lmfao dawg that shit is nuts
NOT	Happy Birthday to the coolest guy in town Hope you have an amazing day :party popper::party popper::party popper::party popper: @USER
NOT	@USER Hello sunshine :sun: :smiling face with 3 hearts::purple heart: I’m so happy you heard the news about #Daydream100M :pleading face::purple heart: we love you
OFF	Fuck the sun Just fuck it Lmao
OFF	@USER Fuck you
OFF	Fuck you and your stupid fucking robots @USER
OFF	@USER Fuck you
NOT	@USER Good morning Chrissy Happy Saturday to you hope you have a beautiful day :smiling face with smiling eyes::sunflower::rose::blossom::butterfly::folded hands:
NOT	@USER I switched to @USER
NOT	@USER asdf thank youu I was replying to comments and questions when I come across the QRT
NOT	@USER Sunday and Monday
NOT	thank you for leaving i m better now
NOT	@USER happy birthday shania:growing heart: hope u have the best day lots of love Xxx
NOT	@USER @USER Thanks for the support Chris Much appreciated :raised fist medium-dark skin tone::red heart:
NOT	@USER Thank you for the beautiful song Jhope
OFF	@USER @USER Shut the fuck up man
NOT	Now is always a great time to be thankful Always
OFF	Faded as fuck
NOT	@USER T as bien raison
NOT	@USER Best of Luck :green heart: Thanks for the support - Ros
NOT	Welcome to mixer @USER today was one of the best days for @USER and it was amazing to be part of it
OFF	The mech can fuck off:sad but relieved face:
NOT	positive thinking the best for the last
NOT	@USER Goodluck Neil Hope for the best result
OFF	These mfs weird me the fuck out man
NOT	jimin and hobi give the best hugs i just know it
NOT	FIFA 14 is the best FIFA in my opinion :sparkles:
OFF	@USER pipe down ugly bitch you ugly as fuck
OFF	@USER bitch you fine as fuck stfu
NOT	@USER Thank you :smiling face with smiling eyes:
OFF	@USER @USER Fuck off you daft twat :middle finger:
NOT	@USER Thank you Robert :folded hands: :heart suit:
NOT	@USER Thank you for sharing Healing Prayers Peace and Blessings :dove: :raising hands:
NOT	thank you Amber Luna and Krystal
NOT	@USER @USER thank you it is a great video
NOT	You are beautiful Always remember that
OFF	@USER @USER Disgusting piece of shit
NOT	Thank you for the good food Universe
OFF	its cold as shit
NOT	@USER @USER Yes Best wishes to you Laura Loomer I hope you win :United States::red heart:
OFF	@USER :loudly crying face: and annoying as shit
OFF	Woke up hungry as fuck lmao
NOT	zimzalabim has the best bridge of the century
NOT	@USER Welcome to Abertawe
NOT	@USER best of the best thanks for this
NOT	I have the best group of pals love every one of they mongos :red heart:
OFF	fuck it im tweeting this
NOT	@USER Enjoy the weekend :smiling face with halo:
NOT	@USER so proud of you
NOT	@USER Glad you are better best of luck for quali :chequered flag::hammer:
NOT	Appreciate the mention @USER Enjoy the weekend
NOT	Allah SWT gave us Hearts to Love Him and Thank Him with our Hearts
OFF	@USER Damn baby girl I’d like to eat your pussy and lick your ass I love fuck you like crazy
OFF	I feel like shit what the hell GOD
NOT	@USER Yes She has the best hugs
NOT	@USER The calm before the storm:musical notes::tornado::sparkles::sparkles::sparkles::beating heart:
NOT	@USER Thanks Jane Welcome to the wonderful @USER podcast treasure trove
OFF	am i boo boo the fucking clown
NOT	Gros concours in-coming :eyes:
NOT	@USER @USER Love the outfit
NOT	Hey Divine thanks for the follow
NOT	@USER Thanks for sharing the Guardian article about race
NOT	Loving myself is the best decision I’ve made
OFF	@USER bro what the fuck is winkles:face with tears of joy::face with tears of joy::face with tears of joy:
OFF	holy shit kids are retarded stupid mother fuckers lets call it a day smack this bitch with the beday
OFF	@USER @USER @USER Stupid as Shit too
OFF	@USER “Fuck you stupid little bitch I’ll end you before you try to stab me ”
NOT	@USER iêmen #MPN #NowUnited #Uniters
NOT	@USER @USER Thank You @USER and @USER
OFF	I could fuck yo bitch ion even know her name
OFF	im lonely as fuck
OFF	@USER @USER Deluded as fuck :face with tears of joy:
OFF	character: dumb as shit me: thats literally me
NOT	@USER Thank you :blue heart:
OFF	bunch of fucking weird ass bitches  amp; goofy ass niggas
OFF	@USER @USER It s the fucking worst
NOT	Thank you @USER for the RT
NOT	@USER Thank you
NOT	@USER thank you for the recommendation :pleading face::pleading face:
NOT	@USER Thank you He responded with a smile holding the hug for as long as it was comfortable
NOT	@USER @USER Itália #MPN #NowUnited
OFF	@USER WHAT THE FUCK
NOT	@USER @USER Thank you for reply Nice to meet you She s so talented:star-struck:
OFF	wikihow to let my mind shut the fuck up
NOT	@USER Thank you for the song recommendation :pleading face:
NOT	Chelsea fc is the best club
OFF	@USER God you re so full of shit Save the lesbians
NOT	@USER happy luckyest day for august 3rd all the best for thala ajithkumar anna -tjsathish
OFF	@USER I thought she was raped repeatedly and finally said fuck this shit
OFF	@USER Name and shame the bitch
NOT	Hope and Pray for The Best KIANO s #KIARAForUltimateBigFour
OFF	@USER @USER What the actual fuck
OFF	Yo @USER is the fucking shit Point blank PERIOD
NOT	@USER Thank you and thanks to the bands to keep feeding the rock fans with excellent rock music:guitar::drum::microphone:
NOT	@USER All the best to you
NOT	11:11 I hope all the best for everyone :red heart:
OFF	Watch this shit fuck up in the middle of a match
OFF	@USER Sooo sick of seeing these bitches promote the bodies:weary face::litter in bin sign:
NOT	@USER I DID IT Im so happy i did Thank you friendo :loudly crying face::red heart::red heart: happy to be part of the best club
NOT	@USER Maa always the force behind success Respects
NOT	Hey @USER Thank you for the follow
OFF	@USER seriously missed the fucking shit out of you man
NOT	@USER I will Vikaas thank you so very much love to the family
OFF	@USER bitch i saw ur body youre litrally a model
NOT	wow lord thank you for the unexpected blessings :purple heart:
NOT	RT if you love The Veronicas
OFF	@USER NAMJOON WHAT THE FUCK
NOT	@USER : ) Thank You
NOT	@USER Thank you
NOT	@USER Thank you for sharing
OFF	@USER You re the fascist you ugly cunt
NOT	笑ってる♡ welcome to Japan:musical note:
NOT	@USER Amazing Congrats Skells I hope you enjoy your new role and meet some amazing people there
OFF	@USER Son of a bitch
OFF	@USER ddaeng666 is dumb as shit too
OFF	Imma finesse the shit out of this nigga
OFF	@USER That s nasty as fuck
NOT	@USER This is beautiful thank you :two hearts::two hearts::two hearts:
OFF	@USER Rep McCarthy is one stupid fuck
NOT	the best relationship usually begin unexpectedly
NOT	@USER Congratulations to #เป๊กผลิตโชค #PeckPalitchoke :sparkling heart::sparkling heart::sparkling heart:
NOT	Fishing is spicy in Leavenworth right now amazing for the buds
NOT	@USER thank you for sharing
NOT	Hey @USER Thank you for the follow
NOT	oh ms toni rest in power and light thank you thank you thank you thank you thank you
NOT	Thanks for the memories Captain Good luck :red heart:Laurent Koscielny is leaving us to join Ligue 1 side Bordeaux
NOT	Retweet to win the AirPods
OFF	Hungry and thirsty as fuck
OFF	Trevonte fine as shit
OFF	@USER bitch stfu I still love his clown ass hdbdbsbsb
NOT	@USER @USER And bookmarked Thank you
NOT	@USER @USER :drooling face:
NOT	@USER @USER Thank you Sean I needed that today
OFF	I get so tired of dumb ass shit That shit is so old to me
NOT	I am very clingy to the person i love so thank you for coming to my ted talk
NOT	@USER @USER Definitely one of the best 5 of the decade
NOT	@USER Thank you and welcome to the political revolution
NOT	The best moments happy offline Thank you Lord for today :index pointing up: Good night po
NOT	#우리워너원 이주년 축하해 you are the best of scene of my youthful day #TwoYearsWithWannaOne
OFF	You’re both ungrateful calculative ignorant pieces of shit To hell with you
NOT	@USER Thanks for sharing the smiles :green heart:
NOT	@USER Welcome to Twitter University
OFF	Poured my heart out to a piece of shit
OFF	@USER @USER @USER @USER @USER Shut the fuck up already
OFF	Drunk me is the boldest bitch I know
OFF	@USER Bitch I might
OFF	@USER @USER Kick his ass
OFF	take control of that shit before that shit takes control of you
OFF	bitch i made the mf carrd
OFF	niggas lie so much it’s sad n then got the nerve to put shit on they kids but still be lying lmao shits pathetic
NOT	Would love to be at the final of #LoveIsland
OFF	@USER He s such an ass
NOT	@USER The beautiful one as always
NOT	@USER Gotcha Appreciate the clarification
OFF	@1JayWoods Some shit be cap
NOT	Hey Mike The Bike @USER) thank you for following me
NOT	@70sOccult The sweetest angel
OFF	@USER Damn that cock
OFF	@USER That s fucked up: )
OFF	Chance the rapper music hit different when u turn that fucking garbage the fuck off
NOT	August : month of the best :woman dancing medium skin tone::woman dancing medium skin tone::woman dancing medium skin tone::red heart::red heart::red heart::red heart:
OFF	@USER His shit ass wtf :face with tears of joy:
OFF	@USER Bitch fuck you you coming too
NOT	Twitter thank you Thank you for coming to together :loudly crying face::revolving hearts: #LoveIsland
NOT	@USER the prettiest picture
NOT	Thank you God for the answered prayers
OFF	@USER @USER Damn he bitchin yo shit rn scotty
NOT	@USER Thoughts and prayers
NOT	Thank you thank you thank you for everyone who voted Thank you @USER :revolving hearts::revolving hearts::revolving hearts::revolving hearts:
NOT	Thank you LORD for today :folded hands light skin tone:
NOT	@USER Thank you for the reply
OFF	I m choosing gettin paid over ALOTTT of shit nowadays :grinning squinting face:
NOT	I am writing poetry in English
OFF	@USER Fuck this treasonous piece of shit
NOT	@USER Welcome to the year 1719
OFF	@USER @USER RIGHT LIKE THIS SHIT IS FUCKING CRAZY ITS SAD HOW ITS BECOME NORM THAT PPL DONT EVEN RUN
NOT	you are the breath of the poem before it is written
OFF	bitch i could counsel your ass lbs
OFF	feel like choking the shit outta somebody
NOT	Just landed safely Thank you all for the love Best weekend of my life :love-you gesture:
NOT	@USER The cutest :pleading face::pleading face::pleading face::sneezing face::two hearts::two hearts::two hearts:
OFF	@USER im a dumb bitch i read prize as pizza
OFF	what if our ass cheeks was just a temporary reservoir so a fat ass just meant she full of shit
OFF	@USER ass look fat= not ugly
OFF	@USER Cute as shit
OFF	The wildcard rule sucks ass old bald head ass lil boi @USER
OFF	nah im jsut fucking hurt now they had no rught im so fucking sad fuck you
OFF	all the shit talking you do is gonna come back and bite you in the ass
OFF	indirect shit is lame
OFF	Tryna gain muscle weight is a bitch
NOT	@USER Thank you Rebecca :purple heart:
NOT	@USER Thank you
NOT	@USER @USER Thank you :folded hands:
NOT	@USER Thank you :sparkles::sparkling heart:
OFF	Internet thug bitch kill it
NOT	@USER scotch tape Post-it
NOT	@USER BTW at K K right now and one of the best meals ever Thank you so much
NOT	Art can be seen in so many beautiful ways You are Art
NOT	@USER @USER ARMY is the best and will always be the best :smiling face: #KCAMexico #ARMY @USER
OFF	@USER SHUT THE FUCK UP
OFF	Never feed into the fuck shit
NOT	@USER I retweeted and liked
OFF	@USER @USER Piece of shit
OFF	Yo team no sleep what the fuck mehn:smirking face:
NOT	Ranch is the best condiment
NOT	@USER wow thanks for the idea
NOT	@USER @USER @USER Thank you BTS #BTSLoveMyself #EndViolence
NOT	@USER Thank you bb :sneezing face::beating heart:
OFF	@USER Hows that ass kissing matty? You re a fucking idiot
OFF	The beast titan is such a bitch
OFF	@USER it says the password and shit is wrong
NOT	stanning bts was the best decision i have ever made
OFF	@USER THE FUCKING AUDIO
OFF	@USER SHIT THE FUCK UP
NOT	@48Fan4Evr @USER @USER @USER @USER @USER @USER Thank you for the vote I appreciate it
NOT	@USER Thank you for following me Nice to meet you:sparkles:
NOT	@USER Thank you for the unexpected retweet :cherry blossom:Teena
OFF	This mfer bipolar as shit
OFF	@USER Dumb and dumber
OFF	SHUT THE FUCK UP with this “sco pa tu mana” shit bro STOP FUCK OFF YALL ANNOYING
OFF	bitch what the fuck
NOT	Beyoncé Homecoming prob the best performance ever recorded
NOT	@USER Thank you doctor for amplifying my message Appreciate your time and promotion of the message
OFF	Daily reminder: You got shit to lose bitch act accordingly
OFF	I just try to ignore dumb shit
OFF	@USER Bitch I Blast His Shit:woman shrugging medium skin tone:
OFF	Y’all bitches be annoying as fuck
OFF	Sco tu ma dick in your mouth Shut the fuck up already
OFF	If she suck yo dick while you doing 80 on the freeway marry that crazy bitch
OFF	it s gyulwoo bitch ISJXKKSSKKS
NOT	@USER Thank you for the information
OFF	Trump you lying sack of shit Just fuck off
NOT	I haven’t had the best experiences with love but I’m open :two hearts:
OFF	@USER Naw yo shit is ASS cheeks
OFF	@USER Factssss shit is nasty
OFF	Physically and mentally exhausted as fuck
NOT	@USER @USER @USER Oh ok I missed that Thank you I will look for it but thanks for the reply
OFF	@USER jesus christ shut the fuck up already
NOT	@USER Great picture and summary
OFF	I’m so fucking tired of being sad all the fucking time
NOT	Bear Grylls and Narendra Modi should have travelled in Mumbai Local for the best adventure
NOT	@USER I love this thank you :red heart::red heart::red heart:
NOT	@USER I love you :red heart:
NOT	@USER Thank you so for your following I also followed you:yellow heart:
OFF	i sexually identify as a fucking dumbass
NOT	@USER And its Tuesday already right love?
NOT	The best time of year is the watermelon time of year
NOT	@USER Tom Hamilton of the @USER is the best in the business
NOT	@USER Why thank you dear Miss president of the world
NOT	Visits from my sister are the best I love you @1mztweety
NOT	You guys are the best
OFF	Mfs be worried bout the WRONG shit Literally
NOT	@USER “I should be the one to thank you cutie You made my day so nice ”
OFF	Dude white claw is fucking disgusting
NOT	@USER She is beautiful
OFF	I done grew out of explaining shit fuck you
NOT	@USER @USER I #MTVHottest BTS @USER
OFF	I’m bi and the bi stands for bitch idiot
OFF	These bitches thinking they Meg the stallion Bitch you Meg from family guy :unamused face:
NOT	@USER It s good to see you here thank you as always for listening to Sound Satellite :slightly smiling face::radio:
OFF	@USER @USER Shit was dope
NOT	@USER @USER @USER @USER @USER Sales and Service has the best interns
NOT	@USER @USER Thank you
NOT	@USER thank you
NOT	@USER Thank you for the recommendation bb :heart suit:
NOT	Embrace that beautiful smile of yours more :folded hands medium-dark skin tone::rose::chequered flag::smiling face with smiling eyes:
NOT	@USER @USER Thank you President @USER
OFF	@USER fuck you
OFF	Meat out Mondays fuck it
OFF	@USER Fuck it :woman shrugging medium-dark skin tone:
OFF	@USER Some bitch idk her
